id,score,qald uestions,quegg questions,qald sparql,quegg sparql,qald answer,quegg answer
117,0.868421052631579,¿Cuál es la montaña mas alta en Italia?,"""¿Cuál es monta�as m�s alta in Italia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Italy .
        ?uri dbo:elevation ?num .
}
ORDER BY DESC(?num)
OFFSET 0 LIMIT 1","SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Mountain> . ?subjOfProp <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Italy> . ?subjOfProp <http://dbpedia.org/ontology/elevation> ?num . 
} ORDER BY DESC(?num) LIMIT 1",[[(http://dbpedia.org/resource/Monte_Penello)]],[]
118,0.941176470588235,¿Cómo de alta es Claudia Schiffer?,"""¿Cómo in alta es Claudia Schiffer?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?height 
WHERE {       
        res:Claudia_Schiffer dbo:height ?height .      
}","select  ?o    
{
    <http://dbpedia.org/resource/Claudia_Schiffer> <http://dbpedia.org/ontology/height>  ?o .    
}","[[(""1.81""^^xsd:double )]]","[(""1.81""^^xsd:double )]"
119,0.844444444444444,¿Quién fué el vicepresidente de John F. Kennedy?,"""¿Qué vicepresidente tiene John F. Kennedy?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { res:John_F._Kennedy dbo:vicePresident ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/vicePresident>  ?o .    
}",[[(http://dbpedia.org/resource/Lyndon_B._Johnson )]],[(http://dbpedia.org/resource/Lyndon_B._Johnson )]
120,0,¿Qué subsidiario de Lufthansa vuela en Dortmund y en Berlin?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {
        res:Lufthansa dbo:subsidiary ?uri .
        ?uri dbo:targetAirport res:Dortmund_Airport .
        ?uri dbo:targetAirport res:Berlin_Tegel_Airport .
}",,"[[(http://dbpedia.org/resource/JetBlue ), (http://dbpedia.org/resource/SunExpress ), (http://dbpedia.org/resource/Brussels_Airlines ), (http://dbpedia.org/resource/Eurowings ), (http://dbpedia.org/resource/Lufthansa_Regional ), (http://dbpedia.org/resource/LSG_Sky_Chefs ), (http://dbpedia.org/resource/AeroLogic ), (http://dbpedia.org/resource/Tyrolean_Airways ), (http://dbpedia.org/resource/Swiss_European_Air_Lines ), (http://dbpedia.org/resource/Lufthansa_Cargo ), (http://dbpedia.org/resource/Lufthansa_Systems ), (http://dbpedia.org/resource/Lufthansa_Technik ), (http://dbpedia.org/resource/Lufthansa_Consulting ), (http://dbpedia.org/resource/Global_Load_Control ), (http://dbpedia.org/resource/Swiss_International_Air_Lines ), (http://dbpedia.org/resource/Air_Dolomiti ), (http://dbpedia.org/resource/Edelweiss_Air ), (http://dbpedia.org/resource/Lufthansa_CityLine ), (http://dbpedia.org/resource/Austrian_Airlines ), (http://dbpedia.org/resource/Luxair ), (http://dbpedia.org/resource/Lufthansa_Flight_Training ), (http://dbpedia.org/resource/Germanwings )]]",[]
121,0.81578947368421,¿Quién fué el sucesor de John F. Kennedy?,"""¿Qué sucesor tiene John F. Kennedy?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:John_F._Kennedy dbo:successor ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/successor>  ?o .    
}","[[(http://dbpedia.org/resource/Benjamin_A._Smith_II ), (http://dbpedia.org/resource/Lyndon_B._Johnson ), (http://dbpedia.org/resource/Tip_O'Neill )]]","[(http://dbpedia.org/resource/Benjamin_A._Smith_II ), (http://dbpedia.org/resource/Lyndon_B._Johnson ), (http://dbpedia.org/resource/Tip_O'Neill )]"
122,0.813186813186813,¿Quién compuso la banda sonora del Titanic de Cameron?,"""¿Qué compuso la banda sonora Titanic?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Titanic_(1997_film)> <http://dbpedia.org/ontology/musicComposer>  ?o .    
}",[[(http://dbpedia.org/resource/James_Horner )]],[(http://dbpedia.org/resource/James_Horner )]
123,0.76056338028169,¿Qué películas ha rodado Kurosawa?,"""¿Qué pel�cula actuado Akira Kurosawa?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/starring>  <http://dbpedia.org/resource/Akira_Kurosawa> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","[[(http://dbpedia.org/resource/Horse_(1941_film) ), (http://dbpedia.org/resource/The_Men_Who_Tread_on_the_Tiger's_Tail ), (http://dbpedia.org/resource/Yojimbo_(film) ), (http://dbpedia.org/resource/Ran_(film) ), (http://dbpedia.org/resource/Dersu_Uzala_(1975_film) ), (http://dbpedia.org/resource/Madadayo ), (http://dbpedia.org/resource/One_Wonderful_Sunday ), (http://dbpedia.org/resource/The_Idiot_(1951_film) ), (http://dbpedia.org/resource/The_Quiet_Duel ), (http://dbpedia.org/resource/Seven_Samurai ), (http://dbpedia.org/resource/High_and_Low_(1963_film) ), (http://dbpedia.org/resource/Ikiru ), (http://dbpedia.org/resource/Scandal_(1950_film) ), (http://dbpedia.org/resource/Stray_Dog_(film) ), (http://dbpedia.org/resource/Throne_of_Blood ), (http://dbpedia.org/resource/Sanshiro_Sugata_Part_II ), (http://dbpedia.org/resource/Sanjuro ), (http://dbpedia.org/resource/Red_Beard ), (http://dbpedia.org/resource/Sanshiro_Sugata ), (http://dbpedia.org/resource/No_Regrets_for_Our_Youth ), (http://dbpedia.org/resource/Those_Who_Make_Tomorrow ), (http://dbpedia.org/resource/The_Lower_Depths_(1957_film) ), (http://dbpedia.org/resource/The_Most_Beautiful ), (http://dbpedia.org/resource/Kagemusha ), (http://dbpedia.org/resource/Dreams_(1990_film) ), (http://dbpedia.org/resource/I_Live_in_Fear ), (http://dbpedia.org/resource/Rashomon ), (http://dbpedia.org/resource/The_Hidden_Fortress ), (http://dbpedia.org/resource/The_Bad_Sleep_Well ), (http://dbpedia.org/resource/Drunken_Angel ), (http://dbpedia.org/resource/Rhapsody_in_August ), (http://dbpedia.org/resource/Dodes'ka-den )]]",[(http://dbpedia.org/resource/A.K._(film) )]
124,0,¿Qué discográfica grabó el primer album de Elvis?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/Sun_Records)]],[]
125,1,¿En qué zona horaria esta Roma?,"""¿En qué zona horaria esta Roma?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Rome> <http://dbpedia.org/property/timezone>  ?o .    
}",[[(http://dbpedia.org/resource/Central_European_Time)]],[]
126,0.905660377358491,¿Cual es la moneda de China?,"""¿Cuál es moneda de China?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency>  ?o .    
}",[[(http://dbpedia.org/resource/Renminbi )]],[(http://dbpedia.org/resource/Renminbi )]
127,0.867469879518072,¿Quiénes son los desarrolladores de DBpedia?,"""¿Cuáles son desarrolladores de DBpedia?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o .    
}","[[(http://dbpedia.org/resource/Free_University_of_Berlin ), (http://dbpedia.org/resource/Leipzig_University ), (http://dbpedia.org/resource/OpenLink_Software )]]","[(http://dbpedia.org/resource/Free_University_of_Berlin ), (http://dbpedia.org/resource/Leipzig_University ), (http://dbpedia.org/resource/OpenLink_Software )]"
128,0.774774774774775,¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,"""¿Cuál es lugar de nacimiento de Abraham Lincoln?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Abraham_Lincoln> <http://dbpedia.org/ontology/birthPlace>  ?o .    
}",[[(false)]],[]
129,0.814814814814815,¿Quién es el rey de los Países Bajos?,"""¿Qué pa�ses habl� Reino de los Países Bajos?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Netherlands> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } ,"select  ?s    
{
   ?s <http://dbpedia.org/ontology/language>  <http://dbpedia.org/resource/Netherlands> .    
}","[[(http://dbpedia.org/resource/Mark_Rutte ), (http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands )]]","[(http://dbpedia.org/resource/Loonies ), (http://dbpedia.org/resource/Niemand_heeft_nog_tijd ), (http://dbpedia.org/resource/De_Kassi%C3%A8re ), (http://dbpedia.org/resource/Floris_(film) ), (http://dbpedia.org/resource/Oysters_at_Nam_Kee's ), (http://dbpedia.org/resource/De_mallemolen ), (http://dbpedia.org/resource/Hermine_de_Graaf ), (http://dbpedia.org/resource/Rechtop_in_de_wind ), (http://dbpedia.org/resource/Sebastian_Star_Bear:_First_Mission ), (http://dbpedia.org/resource/1-900_(film) ), (http://dbpedia.org/resource/Hemel_en_aarde ), (http://dbpedia.org/resource/'t_Is_OK ), (http://dbpedia.org/resource/Alles_heeft_ritme ), (http://dbpedia.org/resource/Een_speeldoos ), (http://dbpedia.org/resource/Houen_zo! ), (http://dbpedia.org/resource/The_Polish_Bride ), (http://dbpedia.org/resource/Colorado_(song) ), (http://dbpedia.org/resource/Waar_is_de_zon%3F ), (http://dbpedia.org/resource/Opzij ), (http://dbpedia.org/resource/Het_Wonderlijke_leven_van_Willem_Parel ), (http://dbpedia.org/resource/The_Dress_(1996_film) ), (http://dbpedia.org/resource/Als_het_om_de_liefde_gaat ), (http://dbpedia.org/resource/Wat_een_geluk ), (http://dbpedia.org/resource/Heraldry_of_the_World ), (http://dbpedia.org/resource/Gestoorde_hengelaar ), (http://dbpedia.org/resource/Het_Geheim_van_de_Oude_Molen ), (http://dbpedia.org/resource/Het_Meisje_met_den_Blauwen_Hoed ), (http://dbpedia.org/resource/The_Hague_Justice_Portal ), (http://dbpedia.org/resource/De_Nieuwe_Wildernis ), (http://dbpedia.org/resource/1900_(magazine) ), (http://dbpedia.org/resource/Sint ), (http://dbpedia.org/resource/The_Bluffers ), (http://dbpedia.org/resource/Wijs_me_de_weg ), (http://dbpedia.org/resource/Lotgenoten ), (http://dbpedia.org/resource/Willem_Brakman ), (http://dbpedia.org/resource/Charlotte_Sophie_Bentinck_(film) ), (http://dbpedia.org/resource/Blijf_zoals_je_bent ), (http://dbpedia.org/resource/Ajax_Magazine ), (http://dbpedia.org/resource/Het_is_een_wonder ), (http://dbpedia.org/resource/Vlees ), (http://dbpedia.org/resource/Laat_de_Dokter_maar_Schuiven ), (http://dbpedia.org/resource/Katinka_(song) ), (http://dbpedia.org/resource/Shangri-La_(Gerard_Joling_song) ), (http://dbpedia.org/resource/Superjews ), (http://dbpedia.org/resource/Waterman_(song) ), (http://dbpedia.org/resource/Wat_een_dag ), (http://dbpedia.org/resource/Lijmen/Het_Been ), (http://dbpedia.org/resource/Ring-dinge-ding ), (http://dbpedia.org/resource/De_Flat ), (http://dbpedia.org/resource/De_Man_Zonder_Hart ), (http://dbpedia.org/resource/De_eerste_keer ), (http://dbpedia.org/resource/Ik_wil_alles_met_je_delen ), (http://dbpedia.org/resource/De_Prijs_van_de_Hemel ), (http://dbpedia.org/resource/Voorgoed_voorbij ), (http://dbpedia.org/resource/Jan_Eekhout ), (http://dbpedia.org/resource/Vrede_(song) ), (http://dbpedia.org/resource/Jij_en_ik ), (http://dbpedia.org/resource/Eigen_Huis_&_Tuin ), (http://dbpedia.org/resource/Het_Mysterie_van_de_Mondscheinsonate ), (http://dbpedia.org/resource/Boat_Trip_3D ), (http://dbpedia.org/resource/Samsara_Foundation ), (http://dbpedia.org/resource/The_Indecent_Woman ), (http://dbpedia.org/resource/Jij_bent_mijn_leven ), (http://dbpedia.org/resource/Javanese_people ), (http://dbpedia.org/resource/Trafic ), (http://dbpedia.org/resource/'n_Schot_in_de_Roos ), (http://dbpedia.org/resource/Gamekings ), (http://dbpedia.org/resource/Railway_Museum_(Netherlands) ), (http://dbpedia.org/resource/Ik_hou_van_jou ), (http://dbpedia.org/resource/Abel_(film) ), (http://dbpedia.org/resource/Tijd ), (http://dbpedia.org/resource/Elsevier_(magazine) ), (http://dbpedia.org/resource/De_vogels_van_Holland ), (http://dbpedia.org/resource/Temmink:_The_Ultimate_Fight ), (http://dbpedia.org/resource/Sing_Me_a_Song ), (http://dbpedia.org/resource/Morgen_(Ronnie_Tober_song) ), (http://dbpedia.org/resource/Beyond_the_Game ), (http://dbpedia.org/resource/Heel_de_wereld ), (http://dbpedia.org/resource/Lockerbie_Revisited ), (http://dbpedia.org/resource/Alice_in_Glamourland ), (http://dbpedia.org/resource/Fernando_en_Filippo ), (http://dbpedia.org/resource/Kroonjuwelen ), (http://dbpedia.org/resource/Tweakers.net ), (http://dbpedia.org/resource/De_oude_muzikant ), (http://dbpedia.org/resource/1000_Roses ), (http://dbpedia.org/resource/Amsterdam_(Maggie_MacNeal_song) ), (http://dbpedia.org/resource/The_Discovery_of_Heaven )]"
130,0.816901408450704,¿En que ciudad murió Nikos Kazantzakis?,"""¿De qué muri� Nikos Kazantzakis?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Town> . },"select  ?o    
{
    <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathCause>  ?o .    
}","[[(http://dbpedia.org/resource/Freiburg_im_Breisgau ), (http://dbpedia.org/resource/Germany ), (http://dbpedia.org/resource/West_Germany )]]",[]
131,0,¿Quién fue el padre de la reina Isabel II?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}",,[[(http://dbpedia.org/resource/George_VI )]],[]
132,0,Dame una lista de todas las aves en peligro de extinción.,,SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } },,[[(http://dbpedia.org/resource/Chatham_pigeon)]],[]
133,0.74468085106383,¿Cuántos habitantes tiene la ciudad más grande de Canadá?,"""¿Cuál es ciudad m�s grande de Canadá?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}","select  ?o    
{
    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}","[[(""2615060""^^xsd:nonNegativeInteger )]]",[(http://dbpedia.org/resource/Toronto )]
134,0.844036697247706,¿En qué conflictos militares participó Lawrence de Arabia?,"""¿En qué conflictos militares participar Lance Bass?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Lance_Bass> <http://dbpedia.org/ontology/battle>  ?o .    
}","[[(http://dbpedia.org/resource/Battle_of_Megiddo_(1918) ), (http://dbpedia.org/resource/Battle_of_Aqaba ), (http://dbpedia.org/resource/Battle_of_Aba_el_Lissan ), (http://dbpedia.org/resource/World_War_I ), (http://dbpedia.org/resource/Siege_of_Medina ), (http://dbpedia.org/resource/Arab_Revolt ), (http://dbpedia.org/resource/Capture_of_Damascus_(1918) ), (http://dbpedia.org/resource/Battle_of_Deraa ), (http://dbpedia.org/resource/Battle_of_Talifeh ), (http://dbpedia.org/resource/Battle_of_Fwelia )]]",[]
135,0,¿Que libro tiene el mayor numero de paginas?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/The_Neutronium_Alchemist)]],[]
136,0.784313725490196,¿En qué país nace el Nilo?,"""¿En qué actor nacer Nilo?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbo:sourceCountry ?uri .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Nile> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Actor> .    
}","[[(http://dbpedia.org/resource/Ethiopia ), (http://dbpedia.org/resource/Rwanda )]]",[]
137,0,¿Quién es el conductor de Formula 1 con más carreras?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 ,,[[(http://dbpedia.org/resource/Pedro_Diniz)]],[]
138,0.828571428571429,¿Qué compañías producen aerodeslizadores?,"""¿Qué producen Aerodeslizador?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Hovercraft> .    
}","[[(http://dbpedia.org/resource/British_Hovercraft_Corporation),(http://dbpedia.org/resource/Hanjin_Heavy_Industries),(http://dbpedia.org/resource/Saunders-Roe)]]","[(http://dbpedia.org/resource/Saunders-Roe ), (http://dbpedia.org/resource/British_Hovercraft_Corporation ), (http://dbpedia.org/resource/Hanjin_Heavy_Industries )]"
139,0.771929824561403,Tuvo hijos Elvis Presley?,"""¿En qué hijo esta Elvis Presley?""",ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child>  ?o .    
}",[[(true)]],[]
140,0.842105263157895,¿En que ciudad nació el presidente de Montenegro?,"""¿Qué ciudad vivir en Presidente de Montenegro?""",SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ,"select  ?o    
{
    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}","[[(http://dbpedia.org/resource/Belgrade ), (http://dbpedia.org/resource/Socialist_Federal_Republic_of_Yugoslavia ), (http://dbpedia.org/resource/Socialist_Republic_of_Serbia ), (http://dbpedia.org/resource/Nik?i? ), (http://dbpedia.org/resource/Socialist_Republic_of_Montenegro )]]",[]
141,0.885245901639344,¿En qué país nació Bill Gates?,"""¿En qué a�os nacido Bill Gates?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthYear>  ?o .    
}",[[(http://dbpedia.org/resource/United_States )]],"[(""1955""^^xsd:gYear )]"
142,0.776119402985075,¿En qué países se habla japonés?,"""¿En qué pa�s hablar Idioma japonés?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Japanese_language> <http://dbpedia.org/ontology/language>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}","[[(http://dbpedia.org/resource/Allied_Military_Government_for_Occupied_Territories),(http://dbpedia.org/resource/Brazilians),(http://dbpedia.org/resource/Japan),(http://dbpedia.org/resource/Japanese_people),(http://dbpedia.org/resource/Palau)]]",[]
143,0.735632183908046,Muéstrame el libro escrito por Muhammad Ali.,"""Dame todos persona escrito por Muhammad Ali""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Muhammad_Ali> .    
}",[[(http://dbpedia.org/resource/The_Soul_of_a_Butterfly)]],[(http://dbpedia.org/resource/The_Soul_of_a_Butterfly )]
144,0,¿Es Michele Obama la esposa de Barack Obama?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}",,[[(true)]],[]
145,0.705882352941176,¿Cuál es el prefijo de Berlin?,"""¿Cuál es partido de Benjamin Franklin?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}","select  ?o    
{
    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/party>  ?o .    
}",[[(030)]],[(http://dbpedia.org/resource/Independent_(politician) )]
146,0.859649122807017,Dame todos los actores que hayan actuado en Last Action Hero.,"""Dame todos actuado qué hayan actuado Last Action Hero""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Last_Action_Hero> <http://dbpedia.org/ontology/starring>  ?o .    
}","[[(http://dbpedia.org/resource/Anthony_Quinn), (http://dbpedia.org/resource/Arnold_Schwarzenegger), (http://dbpedia.org/resource/Art_Carney),(http://dbpedia.org/resource/Austin_OBrien),(http://dbpedia.org/resource/Bridgette_Wilson),(http://dbpedia.org/resource/Charles_Dance),(http://dbpedia.org/resource/F._Murray_Abraham),(http://dbpedia.org/resource/Robert_Prosky),(http://dbpedia.org/resource/Tom_Noonan)]]","[(http://dbpedia.org/resource/Anthony_Quinn ), (http://dbpedia.org/resource/Arnold_Schwarzenegger ), (http://dbpedia.org/resource/Art_Carney ), (http://dbpedia.org/resource/Austin_O'Brien ), (http://dbpedia.org/resource/Bridgette_Wilson ), (http://dbpedia.org/resource/Charles_Dance ), (http://dbpedia.org/resource/F._Murray_Abraham ), (http://dbpedia.org/resource/Robert_Prosky ), (http://dbpedia.org/resource/Tom_Noonan )]"
147,0.82051282051282,¿Cuál es el apodo de San Francisco?,"""¿Cuál es apodo de San Francisco California?""",SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } ,"select  ?o    
{
    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o .    
}","[[(""The City by the Bay; Fog City; San Fran; Frisco ; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""@en)]]","[(""The City by the Bay; Fog City; San Fran; Frisco; The City that Knows How ; Baghdad by the Bay ; The Paris of the West""@en )]"
148,0,¿Cuál fue el primer álbum de Queen?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1,,[[(http://dbpedia.org/resource/Queen_(Queen_album))]],[]
149,0.704225352112676,¿Por qué países fluye el río Yenisei?,"""¿Por qué masculine fluy� Río Isar?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:Yenisei_River dbp:country ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Isar> <http://dbpedia.org/property/country>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Country> .    
}","[[(http://dbpedia.org/resource/Mongolia),(http://dbpedia.org/resource/Russia)]]",[]
